,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Wheat,07-05-2023,237.00,Metric Tonnes,2435.46,Rs./Quintal
Maharashtra,Cereals,Wheat,08-05-2023,3439.86,Metric Tonnes,2829.25,Rs./Quintal
Maharashtra,Cereals,Wheat,09-05-2023,3088.70,Metric Tonnes,2995.58,Rs./Quintal
Maharashtra,Cereals,Wheat,10-05-2023,1765.25,Metric Tonnes,2504.37,Rs./Quintal
Maharashtra,Cereals,Wheat,11-05-2023,2060.30,Metric Tonnes,2669.27,Rs./Quintal
Maharashtra,Cereals,Wheat,12-05-2023,1663.67,Metric Tonnes,3095.65,Rs./Quintal
Maharashtra,Cereals,Wheat,13-05-2023,1890.53,Metric Tonnes,2878.34,Rs./Quintal
Maharashtra,Cereals,Wheat,14-05-2023,199.00,Metric Tonnes,2633.02,Rs./Quintal
Maharashtra,Cereals,Wheat,15-05-2023,2671.56,Metric Tonnes,2858.83,Rs./Quintal
Maharashtra,Cereals,Wheat,16-05-2023,2735.21,Metric Tonnes,3061.67,Rs./Quintal
Maharashtra,Cereals,Wheat,17-05-2023,2084.60,Metric Tonnes,2845.73,Rs./Quintal
Maharashtra,Cereals,Wheat,18-05-2023,2407.70,Metric Tonnes,2538.73,Rs./Quintal
Maharashtra,Cereals,Wheat,19-05-2023,1493.00,Metric Tonnes,2539.42,Rs./Quintal
Maharashtra,Cereals,Wheat,20-05-2023,1679.00,Metric Tonnes,2819.10,Rs./Quintal
Maharashtra,Cereals,Wheat,21-05-2023,201.00,Metric Tonnes,2573.98,Rs./Quintal
Maharashtra,Cereals,Wheat,22-05-2023,2039.15,Metric Tonnes,2868.74,Rs./Quintal
Maharashtra,Cereals,Wheat,23-05-2023,3392.20,Metric Tonnes,2594.30,Rs./Quintal
Maharashtra,Cereals,Wheat,24-05-2023,2063.97,Metric Tonnes,2867.83,Rs./Quintal
Maharashtra,Cereals,Wheat,25-05-2023,1788.88,Metric Tonnes,2840.72,Rs./Quintal
Maharashtra,Cereals,Wheat,26-05-2023,1646.31,Metric Tonnes,2739.83,Rs./Quintal
Maharashtra,Cereals,Wheat,27-05-2023,1768.70,Metric Tonnes,2965.10,Rs./Quintal
Maharashtra,Cereals,Wheat,28-05-2023,250.00,Metric Tonnes,2554.30,Rs./Quintal
Maharashtra,Cereals,Wheat,29-05-2023,1967.00,Metric Tonnes,3023.40,Rs./Quintal
Maharashtra,Cereals,Wheat,30-05-2023,3085.80,Metric Tonnes,3045.32,Rs./Quintal
Maharashtra,Cereals,Wheat,31-05-2023,2331.67,Metric Tonnes,2876.71,Rs./Quintal
Maharashtra,Cereals,Wheat,01-06-2023,2346.00,Metric Tonnes,2845.07,Rs./Quintal
Maharashtra,Cereals,Wheat,02-06-2023,1793.00,Metric Tonnes,2851.71,Rs./Quintal
Maharashtra,Cereals,Wheat,03-06-2023,2635.00,Metric Tonnes,3247.61,Rs./Quintal
Maharashtra,Cereals,Wheat,04-06-2023,215.00,Metric Tonnes,2585.68,Rs./Quintal
Maharashtra,Cereals,Wheat,05-06-2023,2425.00,Metric Tonnes,2904.83,Rs./Quintal
Maharashtra,Cereals,Wheat,06-06-2023,2743.00,Metric Tonnes,3044.90,Rs./Quintal
Maharashtra,Cereals,Wheat,07-06-2023,2089.00,Metric Tonnes,2909.22,Rs./Quintal
Maharashtra,Cereals,Wheat,08-06-2023,2275.00,Metric Tonnes,2967.57,Rs./Quintal
Maharashtra,Cereals,Wheat,09-06-2023,2182.00,Metric Tonnes,3200.26,Rs./Quintal
Maharashtra,Cereals,Wheat,10-06-2023,1517.00,Metric Tonnes,3309.64,Rs./Quintal
Maharashtra,Cereals,Wheat,11-06-2023,181.00,Metric Tonnes,2543.57,Rs./Quintal
Maharashtra,Cereals,Wheat,12-06-2023,2246.00,Metric Tonnes,3170.48,Rs./Quintal
Maharashtra,Cereals,Wheat,13-06-2023,2551.00,Metric Tonnes,3377.16,Rs./Quintal
Maharashtra,Cereals,Wheat,14-06-2023,1815.00,Metric Tonnes,3013.63,Rs./Quintal
Maharashtra,Cereals,Wheat,15-06-2023,1986.00,Metric Tonnes,2897.16,Rs./Quintal
Maharashtra,Cereals,Wheat,16-06-2023,1542.00,Metric Tonnes,3154.46,Rs./Quintal
Maharashtra,Cereals,Wheat,17-06-2023,1709.00,Metric Tonnes,3359.52,Rs./Quintal
Maharashtra,Cereals,Wheat,18-06-2023,188.00,Metric Tonnes,2724.58,Rs./Quintal
Maharashtra,Cereals,Wheat,19-06-2023,2244.00,Metric Tonnes,3402.30,Rs./Quintal
Maharashtra,Cereals,Wheat,20-06-2023,2067.00,Metric Tonnes,3486.32,Rs./Quintal
Maharashtra,Cereals,Wheat,21-06-2023,1461.00,Metric Tonnes,3083.43,Rs./Quintal
Maharashtra,Cereals,Wheat,22-06-2023,1883.00,Metric Tonnes,3268.96,Rs./Quintal
Maharashtra,Cereals,Wheat,23-06-2023,1584.00,Metric Tonnes,3341.05,Rs./Quintal
Maharashtra,Cereals,Wheat,24-06-2023,1416.00,Metric Tonnes,3428.91,Rs./Quintal
Maharashtra,Cereals,Wheat,25-06-2023,158.00,Metric Tonnes,2594.73,Rs./Quintal
Maharashtra,Cereals,Wheat,26-06-2023,1816.00,Metric Tonnes,3436.58,Rs./Quintal
Maharashtra,Cereals,Wheat,27-06-2023,1779.00,Metric Tonnes,3441.20,Rs./Quintal
Maharashtra,Cereals,Wheat,28-06-2023,1354.00,Metric Tonnes,3264.73,Rs./Quintal
Maharashtra,Cereals,Wheat,29-06-2023,199.00,Metric Tonnes,3085.11,Rs./Quintal
Maharashtra,Cereals,Wheat,30-06-2023,1511.87,Metric Tonnes,3475.68,Rs./Quintal
Maharashtra,Cereals,Wheat,01-07-2023,1271.77,Metric Tonnes,3391.55,Rs./Quintal
Maharashtra,Cereals,Wheat,02-07-2023,109.00,Metric Tonnes,2245.41,Rs./Quintal
Maharashtra,Cereals,Wheat,03-07-2023,1202.04,Metric Tonnes,3275.04,Rs./Quintal
Maharashtra,Cereals,Wheat,04-07-2023,1560.24,Metric Tonnes,3377.68,Rs./Quintal
Maharashtra,Cereals,Wheat,05-07-2023,1587.03,Metric Tonnes,3257.77,Rs./Quintal
Maharashtra,Cereals,Wheat,06-07-2023,1485.23,Metric Tonnes,3090.84,Rs./Quintal
Maharashtra,Cereals,Wheat,07-07-2023,1362.81,Metric Tonnes,3244.43,Rs./Quintal
Maharashtra,Cereals,Wheat,08-07-2023,1147.06,Metric Tonnes,3411.64,Rs./Quintal
Maharashtra,Cereals,Wheat,09-07-2023,112.23,Metric Tonnes,2283.70,Rs./Quintal
Maharashtra,Cereals,Wheat,10-07-2023,2036.46,Metric Tonnes,3479.49,Rs./Quintal
Maharashtra,Cereals,Wheat,11-07-2023,1737.91,Metric Tonnes,3669.02,Rs./Quintal
Maharashtra,Cereals,Wheat,12-07-2023,1431.39,Metric Tonnes,3395.58,Rs./Quintal
Maharashtra,Cereals,Wheat,13-07-2023,1731.38,Metric Tonnes,3348.22,Rs./Quintal
Maharashtra,Cereals,Wheat,14-07-2023,1384.22,Metric Tonnes,3388.16,Rs./Quintal
Maharashtra,Cereals,Wheat,15-07-2023,1449.80,Metric Tonnes,3471.30,Rs./Quintal
Maharashtra,Cereals,Wheat,16-07-2023,136.90,Metric Tonnes,2750.71,Rs./Quintal
Maharashtra,Cereals,Wheat,17-07-2023,1828.29,Metric Tonnes,3533.52,Rs./Quintal
Maharashtra,Cereals,Wheat,18-07-2023,1559.01,Metric Tonnes,3340.62,Rs./Quintal
Maharashtra,Cereals,Wheat,19-07-2023,1036.85,Metric Tonnes,3482.28,Rs./Quintal
Maharashtra,Cereals,Wheat,20-07-2023,1051.34,Metric Tonnes,3099.73,Rs./Quintal
Maharashtra,Cereals,Wheat,21-07-2023,1272.56,Metric Tonnes,3326.93,Rs./Quintal
Maharashtra,Cereals,Wheat,22-07-2023,1237.44,Metric Tonnes,3595.90,Rs./Quintal
Maharashtra,Cereals,Wheat,23-07-2023,232.06,Metric Tonnes,2904.37,Rs./Quintal
Maharashtra,Cereals,Wheat,24-07-2023,974.74,Metric Tonnes,2653.15,Rs./Quintal
Maharashtra,Cereals,Wheat,25-07-2023,1580.37,Metric Tonnes,3192.43,Rs./Quintal
Maharashtra,Cereals,Wheat,26-07-2023,1313.77,Metric Tonnes,3272.54,Rs./Quintal
Maharashtra,Cereals,Wheat,27-07-2023,1380.43,Metric Tonnes,3280.79,Rs./Quintal
Maharashtra,Cereals,Wheat,28-07-2023,1210.03,Metric Tonnes,3325.36,Rs./Quintal
Maharashtra,Cereals,Wheat,29-07-2023,792.02,Metric Tonnes,4107.42,Rs./Quintal
Maharashtra,Cereals,Wheat,30-07-2023,77.14,Metric Tonnes,2448.68,Rs./Quintal
Maharashtra,Cereals,Wheat,31-07-2023,1377.80,Metric Tonnes,3156.33,Rs./Quintal
Maharashtra,Cereals,Wheat,01-08-2023,1886.46,Metric Tonnes,3267.21,Rs./Quintal
Maharashtra,Cereals,Wheat,02-08-2023,1465.32,Metric Tonnes,3438.00,Rs./Quintal
Maharashtra,Cereals,Wheat,03-08-2023,1391.78,Metric Tonnes,3405.18,Rs./Quintal
Maharashtra,Cereals,Wheat,04-08-2023,1428.85,Metric Tonnes,3492.72,Rs./Quintal
Maharashtra,Cereals,Wheat,05-08-2023,1207.59,Metric Tonnes,3443.74,Rs./Quintal
Maharashtra,Cereals,Wheat,06-08-2023,141.65,Metric Tonnes,2834.71,Rs./Quintal
Maharashtra,Cereals,Wheat,07-08-2023,1914.33,Metric Tonnes,3557.87,Rs./Quintal
Maharashtra,Cereals,Wheat,08-08-2023,2061.17,Metric Tonnes,3641.06,Rs./Quintal
Maharashtra,Cereals,Wheat,09-08-2023,1383.74,Metric Tonnes,3337.08,Rs./Quintal
Maharashtra,Cereals,Wheat,10-08-2023,1473.06,Metric Tonnes,3376.96,Rs./Quintal
Maharashtra,Cereals,Wheat,11-08-2023,1669.71,Metric Tonnes,3474.75,Rs./Quintal
Maharashtra,Cereals,Wheat,12-08-2023,1454.21,Metric Tonnes,3590.29,Rs./Quintal
Maharashtra,Cereals,Wheat,13-08-2023,143.83,Metric Tonnes,2914.02,Rs./Quintal
Maharashtra,Cereals,Wheat,14-08-2023,1582.00,Metric Tonnes,3423.38,Rs./Quintal
Maharashtra,Cereals,Wheat,15-08-2023,81.00,Metric Tonnes,3215.06,Rs./Quintal
Maharashtra,Cereals,Wheat,16-08-2023,1260.00,Metric Tonnes,4152.55,Rs./Quintal
Maharashtra,Cereals,Wheat,17-08-2023,1805.29,Metric Tonnes,3321.68,Rs./Quintal
Maharashtra,Cereals,Wheat,18-08-2023,1503.50,Metric Tonnes,3199.01,Rs./Quintal
Maharashtra,Cereals,Wheat,19-08-2023,677.70,Metric Tonnes,2787.84,Rs./Quintal
Maharashtra,Cereals,Wheat,20-08-2023,106.00,Metric Tonnes,3162.39,Rs./Quintal
Maharashtra,Cereals,Wheat,21-08-2023,1245.00,Metric Tonnes,3569.83,Rs./Quintal
Maharashtra,Cereals,Wheat,22-08-2023,1712.82,Metric Tonnes,3528.10,Rs./Quintal
Maharashtra,Cereals,Wheat,23-08-2023,1298.00,Metric Tonnes,3300.02,Rs./Quintal
Maharashtra,Cereals,Wheat,24-08-2023,1359.00,Metric Tonnes,3219.77,Rs./Quintal
Maharashtra,Cereals,Wheat,25-08-2023,1299.34,Metric Tonnes,3170.21,Rs./Quintal
Maharashtra,Cereals,Wheat,26-08-2023,1249.18,Metric Tonnes,3389.20,Rs./Quintal
Maharashtra,Cereals,Wheat,27-08-2023,131.00,Metric Tonnes,2944.88,Rs./Quintal
Maharashtra,Cereals,Wheat,28-08-2023,1525.60,Metric Tonnes,3265.83,Rs./Quintal
Maharashtra,Cereals,Wheat,29-08-2023,1296.37,Metric Tonnes,3446.21,Rs./Quintal
Maharashtra,Cereals,Wheat,30-08-2023,774.00,Metric Tonnes,3663.97,Rs./Quintal
Maharashtra,Cereals,Wheat,31-08-2023,961.00,Metric Tonnes,3244.38,Rs./Quintal
Maharashtra,Cereals,Wheat,01-09-2023,1069.00,Metric Tonnes,3290.94,Rs./Quintal
Maharashtra,Cereals,Wheat,02-09-2023,603.34,Metric Tonnes,2754.71,Rs./Quintal
Maharashtra,Cereals,Wheat,03-09-2023,72.13,Metric Tonnes,2872.97,Rs./Quintal
Maharashtra,Cereals,Wheat,04-09-2023,1176.00,Metric Tonnes,3380.74,Rs./Quintal
Maharashtra,Cereals,Wheat,05-09-2023,1639.00,Metric Tonnes,3535.30,Rs./Quintal
Maharashtra,Cereals,Wheat,06-09-2023,1146.00,Metric Tonnes,3542.68,Rs./Quintal
Maharashtra,Cereals,Wheat,07-09-2023,165.00,Metric Tonnes,2692.36,Rs./Quintal
Maharashtra,Cereals,Wheat,08-09-2023,1477.00,Metric Tonnes,3609.17,Rs./Quintal
Maharashtra,Cereals,Wheat,09-09-2023,1311.25,Metric Tonnes,3588.29,Rs./Quintal
Maharashtra,Cereals,Wheat,10-09-2023,73.00,Metric Tonnes,3235.15,Rs./Quintal
Maharashtra,Cereals,Wheat,11-09-2023,1982.04,Metric Tonnes,3622.99,Rs./Quintal
Maharashtra,Cereals,Wheat,12-09-2023,1668.00,Metric Tonnes,3689.28,Rs./Quintal
Maharashtra,Cereals,Wheat,13-09-2023,1165.99,Metric Tonnes,3599.06,Rs./Quintal
Maharashtra,Cereals,Wheat,14-09-2023,787.00,Metric Tonnes,4018.93,Rs./Quintal
Maharashtra,Cereals,Wheat,15-09-2023,1018.83,Metric Tonnes,3569.63,Rs./Quintal
Maharashtra,Cereals,Wheat,16-09-2023,1026.75,Metric Tonnes,3540.19,Rs./Quintal
Maharashtra,Cereals,Wheat,17-09-2023,98.06,Metric Tonnes,3195.20,Rs./Quintal
Maharashtra,Cereals,Wheat,18-09-2023,729.00,Metric Tonnes,2829.74,Rs./Quintal
Maharashtra,Cereals,Wheat,19-09-2023,98.00,Metric Tonnes,3477.29,Rs./Quintal
Maharashtra,Cereals,Wheat,20-09-2023,1951.92,Metric Tonnes,3808.92,Rs./Quintal
Maharashtra,Cereals,Wheat,21-09-2023,1679.00,Metric Tonnes,3806.03,Rs./Quintal
Maharashtra,Cereals,Wheat,22-09-2023,1274.81,Metric Tonnes,3851.13,Rs./Quintal
Maharashtra,Cereals,Wheat,23-09-2023,1030.50,Metric Tonnes,3607.20,Rs./Quintal
Maharashtra,Cereals,Wheat,24-09-2023,124.54,Metric Tonnes,2957.01,Rs./Quintal
Maharashtra,Cereals,Wheat,25-09-2023,808.05,Metric Tonnes,2767.82,Rs./Quintal
Maharashtra,Cereals,Wheat,26-09-2023,1911.07,Metric Tonnes,3718.07,Rs./Quintal
Maharashtra,Cereals,Wheat,27-09-2023,1192.11,Metric Tonnes,3566.95,Rs./Quintal
Maharashtra,Cereals,Wheat,28-09-2023,88.00,Metric Tonnes,3779.01,Rs./Quintal
Maharashtra,Cereals,Wheat,29-09-2023,450.32,Metric Tonnes,2830.58,Rs./Quintal
Maharashtra,Cereals,Wheat,30-09-2023,565.28,Metric Tonnes,2778.51,Rs./Quintal
Maharashtra,Cereals,Wheat,01-10-2023,58.00,Metric Tonnes,2463.67,Rs./Quintal
Maharashtra,Cereals,Wheat,02-10-2023,152.82,Metric Tonnes,3200.70,Rs./Quintal
Maharashtra,Cereals,Wheat,03-10-2023,1726.00,Metric Tonnes,3127.35,Rs./Quintal
Maharashtra,Cereals,Wheat,04-10-2023,1680.84,Metric Tonnes,3400.02,Rs./Quintal
Maharashtra,Cereals,Wheat,05-10-2023,1199.00,Metric Tonnes,3409.58,Rs./Quintal
Maharashtra,Cereals,Wheat,06-10-2023,904.44,Metric Tonnes,2778.36,Rs./Quintal
Maharashtra,Cereals,Wheat,07-10-2023,1362.34,Metric Tonnes,3456.60,Rs./Quintal
Maharashtra,Cereals,Wheat,08-10-2023,65.81,Metric Tonnes,2549.86,Rs./Quintal
Maharashtra,Cereals,Wheat,09-10-2023,1689.65,Metric Tonnes,3442.35,Rs./Quintal
Maharashtra,Cereals,Wheat,10-10-2023,1823.99,Metric Tonnes,3647.33,Rs./Quintal
Maharashtra,Cereals,Wheat,11-10-2023,1445.37,Metric Tonnes,3454.16,Rs./Quintal
Maharashtra,Cereals,Wheat,12-10-2023,1554.00,Metric Tonnes,3558.55,Rs./Quintal
Maharashtra,Cereals,Wheat,13-10-2023,1610.39,Metric Tonnes,3753.92,Rs./Quintal
Maharashtra,Cereals,Wheat,14-10-2023,925.00,Metric Tonnes,3880.01,Rs./Quintal
Maharashtra,Cereals,Wheat,15-10-2023,89.00,Metric Tonnes,3065.58,Rs./Quintal
Maharashtra,Cereals,Wheat,16-10-2023,1921.59,Metric Tonnes,3799.83,Rs./Quintal
Maharashtra,Cereals,Wheat,17-10-2023,1524.67,Metric Tonnes,3611.58,Rs./Quintal
Maharashtra,Cereals,Wheat,18-10-2023,1093.06,Metric Tonnes,3532.16,Rs./Quintal
Maharashtra,Cereals,Wheat,19-10-2023,1363.49,Metric Tonnes,3680.95,Rs./Quintal
Maharashtra,Cereals,Wheat,20-10-2023,1267.75,Metric Tonnes,3764.66,Rs./Quintal
Maharashtra,Cereals,Wheat,21-10-2023,826.96,Metric Tonnes,3440.75,Rs./Quintal
Maharashtra,Cereals,Wheat,22-10-2023,86.63,Metric Tonnes,3090.10,Rs./Quintal
Maharashtra,Cereals,Wheat,23-10-2023,1228.89,Metric Tonnes,3815.20,Rs./Quintal
Maharashtra,Cereals,Wheat,24-10-2023,747.00,Metric Tonnes,4308.67,Rs./Quintal
Maharashtra,Cereals,Wheat,25-10-2023,793.00,Metric Tonnes,3492.40,Rs./Quintal
Maharashtra,Cereals,Wheat,26-10-2023,883.00,Metric Tonnes,3419.31,Rs./Quintal
Maharashtra,Cereals,Wheat,27-10-2023,644.40,Metric Tonnes,2927.71,Rs./Quintal
Maharashtra,Cereals,Wheat,28-10-2023,1533.20,Metric Tonnes,3867.74,Rs./Quintal
Maharashtra,Cereals,Wheat,29-10-2023,111.04,Metric Tonnes,2928.11,Rs./Quintal
Maharashtra,Cereals,Wheat,30-10-2023,1504.88,Metric Tonnes,3700.48,Rs./Quintal
Maharashtra,Cereals,Wheat,31-10-2023,1348.84,Metric Tonnes,3834.99,Rs./Quintal
Maharashtra,Cereals,Wheat,01-11-2023,1099.00,Metric Tonnes,3683.50,Rs./Quintal
Maharashtra,Cereals,Wheat,02-11-2023,1482.44,Metric Tonnes,3477.15,Rs./Quintal
Maharashtra,Cereals,Wheat,03-11-2023,1231.00,Metric Tonnes,3751.84,Rs./Quintal
Maharashtra,Cereals,Wheat,04-11-2023,463.00,Metric Tonnes,3017.73,Rs./Quintal
Maharashtra,Cereals,Wheat,06-11-2023,1504.52,Metric Tonnes,3921.64,Rs./Quintal
Maharashtra,Cereals,Wheat,07-11-2023,1782.43,Metric Tonnes,3881.33,Rs./Quintal
Maharashtra,Cereals,Wheat,08-11-2023,1442.35,Metric Tonnes,3640.27,Rs./Quintal
Maharashtra,Cereals,Wheat,09-11-2023,1341.00,Metric Tonnes,3694.81,Rs./Quintal
Maharashtra,Cereals,Wheat,10-11-2023,1327.75,Metric Tonnes,4155.40,Rs./Quintal
Maharashtra,Cereals,Wheat,11-11-2023,239.12,Metric Tonnes,3171.78,Rs./Quintal
Maharashtra,Cereals,Wheat,12-11-2023,7.00,Metric Tonnes,2678.57,Rs./Quintal
Maharashtra,Cereals,Wheat,13-11-2023,40.00,Metric Tonnes,2837.00,Rs./Quintal
Maharashtra,Cereals,Wheat,14-11-2023,135.15,Metric Tonnes,3431.71,Rs./Quintal
Maharashtra,Cereals,Wheat,15-11-2023,168.60,Metric Tonnes,3639.82,Rs./Quintal
Maharashtra,Cereals,Wheat,16-11-2023,1190.21,Metric Tonnes,3622.95,Rs./Quintal
Maharashtra,Cereals,Wheat,17-11-2023,708.06,Metric Tonnes,3458.98,Rs./Quintal
Maharashtra,Cereals,Wheat,18-11-2023,666.33,Metric Tonnes,3465.63,Rs./Quintal
Maharashtra,Cereals,Wheat,19-11-2023,132.35,Metric Tonnes,3205.89,Rs./Quintal
Maharashtra,Cereals,Wheat,20-11-2023,1260.00,Metric Tonnes,3655.24,Rs./Quintal
Maharashtra,Cereals,Wheat,21-11-2023,1530.59,Metric Tonnes,3835.30,Rs./Quintal
Maharashtra,Cereals,Wheat,22-11-2023,1396.20,Metric Tonnes,3694.51,Rs./Quintal
Maharashtra,Cereals,Wheat,23-11-2023,1105.00,Metric Tonnes,3486.76,Rs./Quintal
Maharashtra,Cereals,Wheat,24-11-2023,825.58,Metric Tonnes,3613.31,Rs./Quintal
Maharashtra,Cereals,Wheat,25-11-2023,536.34,Metric Tonnes,3092.52,Rs./Quintal
Maharashtra,Cereals,Wheat,26-11-2023,29.19,Metric Tonnes,2618.19,Rs./Quintal
Maharashtra,Cereals,Wheat,27-11-2023,1173.00,Metric Tonnes,3518.61,Rs./Quintal
Maharashtra,Cereals,Wheat,28-11-2023,1374.18,Metric Tonnes,3854.84,Rs./Quintal
Maharashtra,Cereals,Wheat,29-11-2023,446.99,Metric Tonnes,3038.05,Rs./Quintal
Maharashtra,Cereals,Wheat,30-11-2023,414.00,Metric Tonnes,3042.03,Rs./Quintal
Maharashtra,Cereals,Wheat,01-12-2023,71.15,Metric Tonnes,2973.98,Rs./Quintal
Maharashtra,Cereals,Wheat,02-12-2023,577.00,Metric Tonnes,4228.98,Rs./Quintal
Maharashtra,Cereals,Wheat,03-12-2023,42.00,Metric Tonnes,2743.19,Rs./Quintal
Maharashtra,Cereals,Wheat,04-12-2023,1460.00,Metric Tonnes,3736.97,Rs./Quintal
Maharashtra,Cereals,Wheat,05-12-2023,536.00,Metric Tonnes,2800.47,Rs./Quintal
Maharashtra,Cereals,Wheat,06-12-2023,506.00,Metric Tonnes,2778.06,Rs./Quintal
Maharashtra,Cereals,Wheat,07-12-2023,389.00,Metric Tonnes,2712.72,Rs./Quintal
Maharashtra,Cereals,Wheat,08-12-2023,482.00,Metric Tonnes,2864.03,Rs./Quintal
Maharashtra,Cereals,Wheat,09-12-2023,446.00,Metric Tonnes,2897.98,Rs./Quintal
Maharashtra,Cereals,Wheat,10-12-2023,117.00,Metric Tonnes,3103.46,Rs./Quintal
Maharashtra,Cereals,Wheat,11-12-2023,436.00,Metric Tonnes,2846.49,Rs./Quintal
Maharashtra,Cereals,Wheat,12-12-2023,195.00,Metric Tonnes,2716.64,Rs./Quintal
Maharashtra,Cereals,Wheat,13-12-2023,424.00,Metric Tonnes,2720.65,Rs./Quintal
Maharashtra,Cereals,Wheat,14-12-2023,326.00,Metric Tonnes,2881.17,Rs./Quintal
Maharashtra,Cereals,Wheat,15-12-2023,421.00,Metric Tonnes,2815.94,Rs./Quintal
Maharashtra,Cereals,Wheat,16-12-2023,359.00,Metric Tonnes,2832.01,Rs./Quintal
Maharashtra,Cereals,Wheat,17-12-2023,150.00,Metric Tonnes,3110.50,Rs./Quintal
Maharashtra,Cereals,Wheat,18-12-2023,472.00,Metric Tonnes,2749.18,Rs./Quintal
Maharashtra,Cereals,Wheat,19-12-2023,440.00,Metric Tonnes,2906.85,Rs./Quintal
Maharashtra,Cereals,Wheat,20-12-2023,1361.00,Metric Tonnes,2599.41,Rs./Quintal
Maharashtra,Cereals,Wheat,21-12-2023,450.00,Metric Tonnes,2765.64,Rs./Quintal
Maharashtra,Cereals,Wheat,22-12-2023,364.00,Metric Tonnes,2823.70,Rs./Quintal
Maharashtra,Cereals,Wheat,23-12-2023,291.00,Metric Tonnes,2826.89,Rs./Quintal
Maharashtra,Cereals,Wheat,24-12-2023,9.00,Metric Tonnes,2611.11,Rs./Quintal
Maharashtra,Cereals,Wheat,25-12-2023,168.00,Metric Tonnes,2835.27,Rs./Quintal
Maharashtra,Cereals,Wheat,26-12-2023,494.00,Metric Tonnes,2772.70,Rs./Quintal
Maharashtra,Cereals,Wheat,27-12-2023,501.00,Metric Tonnes,3019.57,Rs./Quintal
Maharashtra,Cereals,Wheat,28-12-2023,487.00,Metric Tonnes,2743.76,Rs./Quintal
Maharashtra,Cereals,Wheat,29-12-2023,447.00,Metric Tonnes,2812.41,Rs./Quintal
Maharashtra,Cereals,Wheat,30-12-2023,402.00,Metric Tonnes,2987.66,Rs./Quintal
Maharashtra,Cereals,Wheat,31-12-2023,83.00,Metric Tonnes,3087.95,Rs./Quintal
Maharashtra,Cereals,Wheat,01-01-2024,468.00,Metric Tonnes,2826.61,Rs./Quintal
Maharashtra,Cereals,Wheat,02-01-2024,379.00,Metric Tonnes,2806.40,Rs./Quintal
Maharashtra,Cereals,Wheat,03-01-2024,349.00,Metric Tonnes,2845.53,Rs./Quintal
Maharashtra,Cereals,Wheat,04-01-2024,421.00,Metric Tonnes,2818.18,Rs./Quintal
Maharashtra,Cereals,Wheat,05-01-2024,450.00,Metric Tonnes,2819.59,Rs./Quintal
Maharashtra,Cereals,Wheat,06-01-2024,369.00,Metric Tonnes,2833.44,Rs./Quintal
Maharashtra,Cereals,Wheat,07-01-2024,40.00,Metric Tonnes,2595.40,Rs./Quintal
Maharashtra,Cereals,Wheat,08-01-2024,475.00,Metric Tonnes,2831.41,Rs./Quintal
Maharashtra,Cereals,Wheat,09-01-2024,513.00,Metric Tonnes,2886.36,Rs./Quintal
Maharashtra,Cereals,Wheat,10-01-2024,307.00,Metric Tonnes,2851.92,Rs./Quintal
Maharashtra,Cereals,Wheat,11-01-2024,356.00,Metric Tonnes,2838.85,Rs./Quintal
Maharashtra,Cereals,Wheat,12-01-2024,269.00,Metric Tonnes,2750.89,Rs./Quintal
Maharashtra,Cereals,Wheat,13-01-2024,312.00,Metric Tonnes,2970.49,Rs./Quintal
Maharashtra,Cereals,Wheat,14-01-2024,99.00,Metric Tonnes,3151.01,Rs./Quintal
Maharashtra,Cereals,Wheat,15-01-2024,206.00,Metric Tonnes,2881.59,Rs./Quintal
Maharashtra,Cereals,Wheat,16-01-2024,382.00,Metric Tonnes,2898.17,Rs./Quintal
Maharashtra,Cereals,Wheat,17-01-2024,325.00,Metric Tonnes,2762.87,Rs./Quintal
Maharashtra,Cereals,Wheat,18-01-2024,791.00,Metric Tonnes,2789.28,Rs./Quintal
Maharashtra,Cereals,Wheat,19-01-2024,650.00,Metric Tonnes,2811.57,Rs./Quintal
Maharashtra,Cereals,Wheat,20-01-2024,280.00,Metric Tonnes,2831.07,Rs./Quintal
Maharashtra,Cereals,Wheat,21-01-2024,22.00,Metric Tonnes,2627.27,Rs./Quintal
Maharashtra,Cereals,Wheat,22-01-2024,51.00,Metric Tonnes,3119.61,Rs./Quintal
Maharashtra,Cereals,Wheat,23-01-2024,441.00,Metric Tonnes,2920.62,Rs./Quintal
Maharashtra,Cereals,Wheat,24-01-2024,477.00,Metric Tonnes,2882.71,Rs./Quintal
Maharashtra,Cereals,Wheat,25-01-2024,352.00,Metric Tonnes,2808.85,Rs./Quintal
Maharashtra,Cereals,Wheat,26-01-2024,37.00,Metric Tonnes,3010.54,Rs./Quintal
Maharashtra,Cereals,Wheat,27-01-2024,408.00,Metric Tonnes,2883.21,Rs./Quintal
Maharashtra,Cereals,Wheat,28-01-2024,19.00,Metric Tonnes,2586.84,Rs./Quintal
Maharashtra,Cereals,Wheat,29-01-2024,490.00,Metric Tonnes,2757.22,Rs./Quintal
Maharashtra,Cereals,Wheat,30-01-2024,444.00,Metric Tonnes,2904.75,Rs./Quintal
Maharashtra,Cereals,Wheat,31-01-2024,436.00,Metric Tonnes,2800.57,Rs./Quintal
Maharashtra,Cereals,Wheat,01-02-2024,575.00,Metric Tonnes,2829.99,Rs./Quintal
