,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Rice,19-03-2024,288.00,Metric Tonnes,4375.33,Rs./Quintal
Maharashtra,Cereals,Rice,20-03-2024,307.60,Metric Tonnes,4559.52,Rs./Quintal
Maharashtra,Cereals,Rice,21-03-2024,407.20,Metric Tonnes,4365.57,Rs./Quintal
Maharashtra,Cereals,Rice,22-03-2024,303.70,Metric Tonnes,4594.90,Rs./Quintal
Maharashtra,Cereals,Rice,23-03-2024,244.60,Metric Tonnes,4396.89,Rs./Quintal
Maharashtra,Cereals,Rice,24-03-2024,19.80,Metric Tonnes,3628.79,Rs./Quintal
Maharashtra,Cereals,Rice,25-03-2024,124.70,Metric Tonnes,3929.64,Rs./Quintal
Maharashtra,Cereals,Rice,26-03-2024,253.90,Metric Tonnes,3986.29,Rs./Quintal
Maharashtra,Cereals,Rice,27-03-2024,301.60,Metric Tonnes,4363.05,Rs./Quintal
Maharashtra,Cereals,Rice,28-03-2024,310.30,Metric Tonnes,4146.37,Rs./Quintal
Maharashtra,Cereals,Rice,29-03-2024,223.20,Metric Tonnes,3975.55,Rs./Quintal
Maharashtra,Cereals,Rice,30-03-2024,175.00,Metric Tonnes,4425.67,Rs./Quintal
Maharashtra,Cereals,Rice,31-03-2024,81.40,Metric Tonnes,4243.00,Rs./Quintal
Maharashtra,Cereals,Rice,01-04-2024,422.30,Metric Tonnes,3999.78,Rs./Quintal
Maharashtra,Cereals,Rice,02-04-2024,2557.10,Metric Tonnes,5172.82,Rs./Quintal
Maharashtra,Cereals,Rice,03-04-2024,265.90,Metric Tonnes,4195.77,Rs./Quintal
Maharashtra,Cereals,Rice,04-04-2024,225.70,Metric Tonnes,4407.94,Rs./Quintal
Maharashtra,Cereals,Rice,05-04-2024,321.50,Metric Tonnes,4413.81,Rs./Quintal
Maharashtra,Cereals,Rice,06-04-2024,215.30,Metric Tonnes,4277.33,Rs./Quintal
Maharashtra,Cereals,Rice,07-04-2024,14.70,Metric Tonnes,3879.61,Rs./Quintal
Maharashtra,Cereals,Rice,08-04-2024,150.30,Metric Tonnes,4053.23,Rs./Quintal
Maharashtra,Cereals,Rice,13-04-2024,60.20,Metric Tonnes,4038.83,Rs./Quintal
Maharashtra,Cereals,Rice,15-04-2024,294.30,Metric Tonnes,4787.50,Rs./Quintal
Maharashtra,Cereals,Rice,16-04-2024,58.00,Metric Tonnes,3952.41,Rs./Quintal
Maharashtra,Cereals,Rice,19-04-2024,273.60,Metric Tonnes,4274.24,Rs./Quintal
Maharashtra,Cereals,Rice,20-04-2024,122.00,Metric Tonnes,4645.83,Rs./Quintal
Maharashtra,Cereals,Rice,21-04-2024,2.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Cereals,Rice,22-04-2024,321.40,Metric Tonnes,4309.74,Rs./Quintal
Maharashtra,Cereals,Rice,23-04-2024,33.00,Metric Tonnes,3835.00,Rs./Quintal
Maharashtra,Cereals,Rice,24-04-2024,216.20,Metric Tonnes,4444.70,Rs./Quintal
Maharashtra,Cereals,Rice,25-04-2024,323.00,Metric Tonnes,4397.48,Rs./Quintal
Maharashtra,Cereals,Rice,26-04-2024,275.50,Metric Tonnes,4279.23,Rs./Quintal
Maharashtra,Cereals,Rice,27-04-2024,289.60,Metric Tonnes,4354.35,Rs./Quintal
Maharashtra,Cereals,Rice,28-04-2024,76.40,Metric Tonnes,4516.39,Rs./Quintal
Maharashtra,Cereals,Rice,29-04-2024,296.40,Metric Tonnes,4343.59,Rs./Quintal
Maharashtra,Cereals,Rice,30-04-2024,265.40,Metric Tonnes,4464.73,Rs./Quintal
Maharashtra,Cereals,Rice,01-05-2024,11.00,Metric Tonnes,4840.91,Rs./Quintal
Maharashtra,Cereals,Rice,02-05-2024,272.60,Metric Tonnes,4181.52,Rs./Quintal
Maharashtra,Cereals,Rice,03-05-2024,263.90,Metric Tonnes,4461.60,Rs./Quintal
Maharashtra,Cereals,Rice,04-05-2024,235.20,Metric Tonnes,4209.25,Rs./Quintal
Maharashtra,Cereals,Rice,05-05-2024,79.00,Metric Tonnes,4873.42,Rs./Quintal
Maharashtra,Cereals,Rice,06-05-2024,252.60,Metric Tonnes,4230.23,Rs./Quintal
Maharashtra,Cereals,Rice,07-05-2024,138.80,Metric Tonnes,5192.58,Rs./Quintal
Maharashtra,Cereals,Rice,08-05-2024,214.20,Metric Tonnes,4383.73,Rs./Quintal
Maharashtra,Cereals,Rice,09-05-2024,282.10,Metric Tonnes,4630.04,Rs./Quintal
Maharashtra,Cereals,Rice,10-05-2024,221.50,Metric Tonnes,4080.86,Rs./Quintal
Maharashtra,Cereals,Rice,11-05-2024,258.70,Metric Tonnes,4670.85,Rs./Quintal
Maharashtra,Cereals,Rice,12-05-2024,83.00,Metric Tonnes,4657.83,Rs./Quintal
Maharashtra,Cereals,Rice,13-05-2024,212.00,Metric Tonnes,4554.98,Rs./Quintal
Maharashtra,Cereals,Rice,14-05-2024,208.00,Metric Tonnes,4255.93,Rs./Quintal
Maharashtra,Cereals,Rice,15-05-2024,157.80,Metric Tonnes,4173.64,Rs./Quintal
Maharashtra,Cereals,Rice,16-05-2024,296.40,Metric Tonnes,4773.33,Rs./Quintal
Maharashtra,Cereals,Rice,17-05-2024,221.30,Metric Tonnes,4413.83,Rs./Quintal
Maharashtra,Cereals,Rice,18-05-2024,188.10,Metric Tonnes,4477.60,Rs./Quintal
Maharashtra,Cereals,Rice,19-05-2024,2.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Cereals,Rice,20-05-2024,228.10,Metric Tonnes,4605.20,Rs./Quintal
Maharashtra,Cereals,Rice,21-05-2024,298.10,Metric Tonnes,4185.54,Rs./Quintal
Maharashtra,Cereals,Rice,22-05-2024,326.30,Metric Tonnes,4293.88,Rs./Quintal
Maharashtra,Cereals,Rice,23-05-2024,470.00,Metric Tonnes,4473.19,Rs./Quintal
Maharashtra,Cereals,Rice,24-05-2024,270.70,Metric Tonnes,4285.84,Rs./Quintal
Maharashtra,Cereals,Rice,25-05-2024,220.00,Metric Tonnes,4536.16,Rs./Quintal
Maharashtra,Cereals,Rice,26-05-2024,74.00,Metric Tonnes,4289.86,Rs./Quintal
Maharashtra,Cereals,Rice,27-05-2024,223.70,Metric Tonnes,4273.31,Rs./Quintal
Maharashtra,Cereals,Rice,28-05-2024,188.90,Metric Tonnes,4236.53,Rs./Quintal
Maharashtra,Cereals,Rice,29-05-2024,218.20,Metric Tonnes,4174.49,Rs./Quintal
Maharashtra,Cereals,Rice,30-05-2024,197.60,Metric Tonnes,4420.54,Rs./Quintal
Maharashtra,Cereals,Rice,31-05-2024,194.90,Metric Tonnes,4261.56,Rs./Quintal
Maharashtra,Cereals,Rice,01-06-2024,213.20,Metric Tonnes,4477.60,Rs./Quintal
Maharashtra,Cereals,Rice,02-06-2024,97.50,Metric Tonnes,4831.49,Rs./Quintal
Maharashtra,Cereals,Rice,03-06-2024,200.70,Metric Tonnes,4212.48,Rs./Quintal
Maharashtra,Cereals,Rice,04-06-2024,178.90,Metric Tonnes,4068.73,Rs./Quintal
Maharashtra,Cereals,Rice,05-06-2024,212.20,Metric Tonnes,4221.07,Rs./Quintal
Maharashtra,Cereals,Rice,06-06-2024,191.70,Metric Tonnes,4138.58,Rs./Quintal
Maharashtra,Cereals,Rice,07-06-2024,178.30,Metric Tonnes,4075.43,Rs./Quintal
Maharashtra,Cereals,Rice,08-06-2024,226.10,Metric Tonnes,4075.17,Rs./Quintal
Maharashtra,Cereals,Rice,09-06-2024,82.70,Metric Tonnes,4224.91,Rs./Quintal
Maharashtra,Cereals,Rice,10-06-2024,242.00,Metric Tonnes,4384.50,Rs./Quintal
Maharashtra,Cereals,Rice,11-06-2024,289.20,Metric Tonnes,4170.78,Rs./Quintal
Maharashtra,Cereals,Rice,12-06-2024,188.70,Metric Tonnes,4176.04,Rs./Quintal
Maharashtra,Cereals,Rice,13-06-2024,246.80,Metric Tonnes,4248.33,Rs./Quintal
Maharashtra,Cereals,Rice,14-06-2024,194.00,Metric Tonnes,4023.11,Rs./Quintal
Maharashtra,Cereals,Rice,15-06-2024,213.40,Metric Tonnes,4213.86,Rs./Quintal
Maharashtra,Cereals,Rice,16-06-2024,2.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Cereals,Rice,17-06-2024,16.40,Metric Tonnes,4712.20,Rs./Quintal
Maharashtra,Cereals,Rice,18-06-2024,134.70,Metric Tonnes,4380.03,Rs./Quintal
Maharashtra,Cereals,Rice,19-06-2024,159.10,Metric Tonnes,3872.02,Rs./Quintal
Maharashtra,Cereals,Rice,20-06-2024,171.70,Metric Tonnes,3964.08,Rs./Quintal
Maharashtra,Cereals,Rice,21-06-2024,193.90,Metric Tonnes,4251.22,Rs./Quintal
Maharashtra,Cereals,Rice,22-06-2024,37.50,Metric Tonnes,4865.33,Rs./Quintal
Maharashtra,Cereals,Rice,23-06-2024,2.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Cereals,Rice,24-06-2024,176.40,Metric Tonnes,4243.20,Rs./Quintal
Maharashtra,Cereals,Rice,25-06-2024,214.00,Metric Tonnes,4160.59,Rs./Quintal
Maharashtra,Cereals,Rice,26-06-2024,205.50,Metric Tonnes,4134.24,Rs./Quintal
Maharashtra,Cereals,Rice,27-06-2024,193.20,Metric Tonnes,4709.48,Rs./Quintal
Maharashtra,Cereals,Rice,28-06-2024,70.00,Metric Tonnes,3855.97,Rs./Quintal
Maharashtra,Cereals,Rice,29-06-2024,246.90,Metric Tonnes,4100.98,Rs./Quintal
Maharashtra,Cereals,Rice,30-06-2024,14.60,Metric Tonnes,2849.66,Rs./Quintal
Maharashtra,Cereals,Rice,01-07-2024,204.70,Metric Tonnes,4200.79,Rs./Quintal
Maharashtra,Cereals,Rice,02-07-2024,265.80,Metric Tonnes,4306.84,Rs./Quintal
Maharashtra,Cereals,Rice,03-07-2024,197.70,Metric Tonnes,4386.21,Rs./Quintal
Maharashtra,Cereals,Rice,04-07-2024,186.00,Metric Tonnes,4172.90,Rs./Quintal
Maharashtra,Cereals,Rice,05-07-2024,193.80,Metric Tonnes,3878.10,Rs./Quintal
Maharashtra,Cereals,Rice,06-07-2024,170.90,Metric Tonnes,4056.15,Rs./Quintal
Maharashtra,Cereals,Rice,07-07-2024,18.00,Metric Tonnes,4844.44,Rs./Quintal
Maharashtra,Cereals,Rice,08-07-2024,142.90,Metric Tonnes,4195.49,Rs./Quintal
Maharashtra,Cereals,Rice,09-07-2024,149.20,Metric Tonnes,4396.55,Rs./Quintal
Maharashtra,Cereals,Rice,10-07-2024,167.50,Metric Tonnes,4096.56,Rs./Quintal
Maharashtra,Cereals,Rice,11-07-2024,193.60,Metric Tonnes,4180.58,Rs./Quintal
Maharashtra,Cereals,Rice,12-07-2024,182.60,Metric Tonnes,4082.40,Rs./Quintal
Maharashtra,Cereals,Rice,13-07-2024,185.60,Metric Tonnes,4420.75,Rs./Quintal
Maharashtra,Cereals,Rice,14-07-2024,20.00,Metric Tonnes,3270.00,Rs./Quintal
Maharashtra,Cereals,Rice,15-07-2024,216.10,Metric Tonnes,4012.57,Rs./Quintal
Maharashtra,Cereals,Rice,16-07-2024,217.90,Metric Tonnes,4141.31,Rs./Quintal
Maharashtra,Cereals,Rice,17-07-2024,40.20,Metric Tonnes,5000.00,Rs./Quintal
Maharashtra,Cereals,Rice,18-07-2024,271.90,Metric Tonnes,4392.68,Rs./Quintal
Maharashtra,Cereals,Rice,19-07-2024,1504.80,Metric Tonnes,4892.53,Rs./Quintal
Maharashtra,Cereals,Rice,20-07-2024,165.00,Metric Tonnes,4060.13,Rs./Quintal
Maharashtra,Cereals,Rice,22-07-2024,106.70,Metric Tonnes,3974.36,Rs./Quintal
Maharashtra,Cereals,Rice,23-07-2024,281.40,Metric Tonnes,4489.05,Rs./Quintal
Maharashtra,Cereals,Rice,24-07-2024,243.70,Metric Tonnes,4285.34,Rs./Quintal
Maharashtra,Cereals,Rice,25-07-2024,94.90,Metric Tonnes,4131.84,Rs./Quintal
Maharashtra,Cereals,Rice,26-07-2024,156.30,Metric Tonnes,4067.59,Rs./Quintal
Maharashtra,Cereals,Rice,27-07-2024,79.30,Metric Tonnes,4061.66,Rs./Quintal
Maharashtra,Cereals,Rice,28-07-2024,2.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Cereals,Rice,29-07-2024,234.00,Metric Tonnes,4265.76,Rs./Quintal
Maharashtra,Cereals,Rice,30-07-2024,155.10,Metric Tonnes,4013.97,Rs./Quintal
Maharashtra,Cereals,Rice,31-07-2024,214.00,Metric Tonnes,4135.34,Rs./Quintal
Maharashtra,Cereals,Rice,01-08-2024,203.70,Metric Tonnes,4148.54,Rs./Quintal
Maharashtra,Cereals,Rice,02-08-2024,246.40,Metric Tonnes,4083.04,Rs./Quintal
Maharashtra,Cereals,Rice,03-08-2024,88.70,Metric Tonnes,4419.56,Rs./Quintal
Maharashtra,Cereals,Rice,04-08-2024,11.20,Metric Tonnes,3825.00,Rs./Quintal
Maharashtra,Cereals,Rice,05-08-2024,178.80,Metric Tonnes,4357.18,Rs./Quintal
Maharashtra,Cereals,Rice,06-08-2024,186.60,Metric Tonnes,4500.08,Rs./Quintal
Maharashtra,Cereals,Rice,07-08-2024,205.90,Metric Tonnes,4475.28,Rs./Quintal
Maharashtra,Cereals,Rice,08-08-2024,196.40,Metric Tonnes,4417.08,Rs./Quintal
Maharashtra,Cereals,Rice,09-08-2024,160.30,Metric Tonnes,4381.25,Rs./Quintal
Maharashtra,Cereals,Rice,10-08-2024,126.90,Metric Tonnes,4391.25,Rs./Quintal
Maharashtra,Cereals,Rice,11-08-2024,13.00,Metric Tonnes,3573.46,Rs./Quintal
Maharashtra,Cereals,Rice,12-08-2024,179.40,Metric Tonnes,4349.83,Rs./Quintal
Maharashtra,Cereals,Rice,13-08-2024,242.30,Metric Tonnes,4424.30,Rs./Quintal
Maharashtra,Cereals,Rice,14-08-2024,181.30,Metric Tonnes,4024.15,Rs./Quintal
Maharashtra,Cereals,Rice,15-08-2024,33.90,Metric Tonnes,5236.70,Rs./Quintal
Maharashtra,Cereals,Rice,16-08-2024,172.80,Metric Tonnes,4787.12,Rs./Quintal
Maharashtra,Cereals,Rice,17-08-2024,167.50,Metric Tonnes,4276.88,Rs./Quintal
Maharashtra,Cereals,Rice,18-08-2024,9.50,Metric Tonnes,4042.11,Rs./Quintal
Maharashtra,Cereals,Rice,19-08-2024,145.50,Metric Tonnes,4016.25,Rs./Quintal
Maharashtra,Cereals,Rice,20-08-2024,186.80,Metric Tonnes,4412.39,Rs./Quintal
Maharashtra,Cereals,Rice,21-08-2024,234.30,Metric Tonnes,4385.09,Rs./Quintal
Maharashtra,Cereals,Rice,22-08-2024,238.10,Metric Tonnes,4522.39,Rs./Quintal
Maharashtra,Cereals,Rice,23-08-2024,231.40,Metric Tonnes,4191.16,Rs./Quintal
Maharashtra,Cereals,Rice,24-08-2024,221.40,Metric Tonnes,4632.71,Rs./Quintal
Maharashtra,Cereals,Rice,25-08-2024,189.20,Metric Tonnes,4493.00,Rs./Quintal
Maharashtra,Cereals,Rice,26-08-2024,243.30,Metric Tonnes,4502.01,Rs./Quintal
Maharashtra,Cereals,Rice,27-08-2024,133.80,Metric Tonnes,3999.90,Rs./Quintal
Maharashtra,Cereals,Rice,28-08-2024,249.70,Metric Tonnes,4329.63,Rs./Quintal
Maharashtra,Cereals,Rice,29-08-2024,230.80,Metric Tonnes,4179.41,Rs./Quintal
Maharashtra,Cereals,Rice,30-08-2024,214.70,Metric Tonnes,4433.67,Rs./Quintal
Maharashtra,Cereals,Rice,31-08-2024,188.30,Metric Tonnes,4355.25,Rs./Quintal
Maharashtra,Cereals,Rice,01-09-2024,82.00,Metric Tonnes,4889.20,Rs./Quintal
Maharashtra,Cereals,Rice,02-09-2024,240.80,Metric Tonnes,4404.33,Rs./Quintal
Maharashtra,Cereals,Rice,03-09-2024,208.70,Metric Tonnes,4479.13,Rs./Quintal
Maharashtra,Cereals,Rice,04-09-2024,247.50,Metric Tonnes,4647.99,Rs./Quintal
Maharashtra,Cereals,Rice,05-09-2024,260.90,Metric Tonnes,4303.12,Rs./Quintal
Maharashtra,Cereals,Rice,06-09-2024,216.00,Metric Tonnes,4352.75,Rs./Quintal
Maharashtra,Cereals,Rice,07-09-2024,98.50,Metric Tonnes,4292.03,Rs./Quintal
Maharashtra,Cereals,Rice,08-09-2024,77.30,Metric Tonnes,4913.20,Rs./Quintal
Maharashtra,Cereals,Rice,09-09-2024,277.80,Metric Tonnes,4658.40,Rs./Quintal
Maharashtra,Cereals,Rice,10-09-2024,128.50,Metric Tonnes,4158.52,Rs./Quintal
Maharashtra,Cereals,Rice,11-09-2024,176.50,Metric Tonnes,4769.97,Rs./Quintal
Maharashtra,Cereals,Rice,12-09-2024,214.40,Metric Tonnes,4482.29,Rs./Quintal
Maharashtra,Cereals,Rice,13-09-2024,189.90,Metric Tonnes,4314.21,Rs./Quintal
Maharashtra,Cereals,Rice,14-09-2024,143.50,Metric Tonnes,4528.45,Rs./Quintal
Maharashtra,Cereals,Rice,15-09-2024,2.00,Metric Tonnes,3250.00,Rs./Quintal
Maharashtra,Cereals,Rice,16-09-2024,106.80,Metric Tonnes,4813.90,Rs./Quintal
Maharashtra,Cereals,Rice,17-09-2024,115.40,Metric Tonnes,4682.11,Rs./Quintal
Maharashtra,Cereals,Rice,18-09-2024,245.00,Metric Tonnes,4203.22,Rs./Quintal
Maharashtra,Cereals,Rice,19-09-2024,226.30,Metric Tonnes,4809.44,Rs./Quintal
Maharashtra,Cereals,Rice,20-09-2024,227.00,Metric Tonnes,4281.80,Rs./Quintal
Maharashtra,Cereals,Rice,21-09-2024,214.30,Metric Tonnes,4544.09,Rs./Quintal
Maharashtra,Cereals,Rice,22-09-2024,91.70,Metric Tonnes,4708.74,Rs./Quintal
Maharashtra,Cereals,Rice,23-09-2024,222.20,Metric Tonnes,4434.98,Rs./Quintal
Maharashtra,Cereals,Rice,24-09-2024,191.50,Metric Tonnes,4792.07,Rs./Quintal
Maharashtra,Cereals,Rice,25-09-2024,217.30,Metric Tonnes,4664.88,Rs./Quintal
Maharashtra,Cereals,Rice,26-09-2024,180.80,Metric Tonnes,4456.60,Rs./Quintal
Maharashtra,Cereals,Rice,27-09-2024,206.00,Metric Tonnes,4304.14,Rs./Quintal
Maharashtra,Cereals,Rice,28-09-2024,197.20,Metric Tonnes,4598.45,Rs./Quintal
Maharashtra,Cereals,Rice,29-09-2024,124.80,Metric Tonnes,4087.14,Rs./Quintal
Maharashtra,Cereals,Rice,30-09-2024,210.10,Metric Tonnes,4522.95,Rs./Quintal
Maharashtra,Cereals,Rice,01-10-2024,177.20,Metric Tonnes,4482.27,Rs./Quintal
Maharashtra,Cereals,Rice,02-10-2024,82.10,Metric Tonnes,4960.96,Rs./Quintal
Maharashtra,Cereals,Rice,03-10-2024,240.90,Metric Tonnes,4404.19,Rs./Quintal
Maharashtra,Cereals,Rice,04-10-2024,209.00,Metric Tonnes,4248.58,Rs./Quintal
Maharashtra,Cereals,Rice,05-10-2024,217.40,Metric Tonnes,4439.79,Rs./Quintal
Maharashtra,Cereals,Rice,06-10-2024,93.60,Metric Tonnes,4968.59,Rs./Quintal
Maharashtra,Cereals,Rice,07-10-2024,215.80,Metric Tonnes,4602.53,Rs./Quintal
Maharashtra,Cereals,Rice,09-10-2024,254.50,Metric Tonnes,4405.63,Rs./Quintal
Maharashtra,Cereals,Rice,10-10-2024,280.10,Metric Tonnes,4761.83,Rs./Quintal
Maharashtra,Cereals,Rice,11-10-2024,232.30,Metric Tonnes,4238.10,Rs./Quintal
Maharashtra,Cereals,Rice,12-10-2024,86.00,Metric Tonnes,4461.69,Rs./Quintal
Maharashtra,Cereals,Rice,13-10-2024,79.20,Metric Tonnes,4579.17,Rs./Quintal
Maharashtra,Cereals,Rice,14-10-2024,226.20,Metric Tonnes,4661.19,Rs./Quintal
Maharashtra,Cereals,Rice,15-10-2024,240.90,Metric Tonnes,4659.65,Rs./Quintal
Maharashtra,Cereals,Rice,16-10-2024,205.90,Metric Tonnes,4539.42,Rs./Quintal
Maharashtra,Cereals,Rice,17-10-2024,243.50,Metric Tonnes,4379.66,Rs./Quintal
Maharashtra,Cereals,Rice,18-10-2024,212.30,Metric Tonnes,4386.00,Rs./Quintal
Maharashtra,Cereals,Rice,19-10-2024,190.30,Metric Tonnes,4509.47,Rs./Quintal
Maharashtra,Cereals,Rice,20-10-2024,78.00,Metric Tonnes,4974.49,Rs./Quintal
Maharashtra,Cereals,Rice,21-10-2024,238.20,Metric Tonnes,4553.00,Rs./Quintal
Maharashtra,Cereals,Rice,22-10-2024,289.50,Metric Tonnes,4654.52,Rs./Quintal
Maharashtra,Cereals,Rice,23-10-2024,214.00,Metric Tonnes,4277.15,Rs./Quintal
Maharashtra,Cereals,Rice,24-10-2024,170.40,Metric Tonnes,4460.37,Rs./Quintal
Maharashtra,Cereals,Rice,25-10-2024,213.80,Metric Tonnes,4658.22,Rs./Quintal
Maharashtra,Cereals,Rice,26-10-2024,277.30,Metric Tonnes,4464.34,Rs./Quintal
Maharashtra,Cereals,Rice,27-10-2024,86.60,Metric Tonnes,5006.00,Rs./Quintal
Maharashtra,Cereals,Rice,28-10-2024,238.30,Metric Tonnes,4488.91,Rs./Quintal
Maharashtra,Cereals,Rice,29-10-2024,227.20,Metric Tonnes,4547.05,Rs./Quintal
Maharashtra,Cereals,Rice,30-10-2024,192.30,Metric Tonnes,4365.63,Rs./Quintal
Maharashtra,Cereals,Rice,31-10-2024,18.20,Metric Tonnes,4612.09,Rs./Quintal
Maharashtra,Cereals,Rice,01-11-2024,79.50,Metric Tonnes,4704.09,Rs./Quintal
Maharashtra,Cereals,Rice,02-11-2024,113.70,Metric Tonnes,4252.95,Rs./Quintal
Maharashtra,Cereals,Rice,03-11-2024,69.00,Metric Tonnes,5004.28,Rs./Quintal
Maharashtra,Cereals,Rice,04-11-2024,192.50,Metric Tonnes,4670.46,Rs./Quintal
Maharashtra,Cereals,Rice,05-11-2024,246.50,Metric Tonnes,4737.68,Rs./Quintal
Maharashtra,Cereals,Rice,06-11-2024,224.00,Metric Tonnes,4665.23,Rs./Quintal
Maharashtra,Cereals,Rice,07-11-2024,234.50,Metric Tonnes,4497.08,Rs./Quintal
Maharashtra,Cereals,Rice,08-11-2024,180.20,Metric Tonnes,4722.35,Rs./Quintal
Maharashtra,Cereals,Rice,09-11-2024,219.40,Metric Tonnes,4776.28,Rs./Quintal
Maharashtra,Cereals,Rice,10-11-2024,82.00,Metric Tonnes,3836.59,Rs./Quintal
Maharashtra,Cereals,Rice,11-11-2024,264.80,Metric Tonnes,4699.27,Rs./Quintal
Maharashtra,Cereals,Rice,12-11-2024,257.40,Metric Tonnes,4710.12,Rs./Quintal
Maharashtra,Cereals,Rice,13-11-2024,143.80,Metric Tonnes,4183.29,Rs./Quintal
Maharashtra,Cereals,Rice,14-11-2024,178.70,Metric Tonnes,4612.93,Rs./Quintal
Maharashtra,Cereals,Rice,15-11-2024,162.00,Metric Tonnes,4547.24,Rs./Quintal
Maharashtra,Cereals,Rice,16-11-2024,226.90,Metric Tonnes,4918.36,Rs./Quintal
Maharashtra,Cereals,Rice,17-11-2024,79.00,Metric Tonnes,4913.92,Rs./Quintal
Maharashtra,Cereals,Rice,18-11-2024,221.90,Metric Tonnes,4647.18,Rs./Quintal
Maharashtra,Cereals,Rice,19-11-2024,154.60,Metric Tonnes,4797.30,Rs./Quintal
Maharashtra,Cereals,Rice,20-11-2024,79.70,Metric Tonnes,4022.70,Rs./Quintal
Maharashtra,Cereals,Rice,21-11-2024,242.00,Metric Tonnes,4522.16,Rs./Quintal
Maharashtra,Cereals,Rice,22-11-2024,196.30,Metric Tonnes,4263.22,Rs./Quintal
Maharashtra,Cereals,Rice,23-11-2024,148.70,Metric Tonnes,4157.94,Rs./Quintal
Maharashtra,Cereals,Rice,24-11-2024,86.50,Metric Tonnes,4880.76,Rs./Quintal
Maharashtra,Cereals,Rice,25-11-2024,229.60,Metric Tonnes,4832.60,Rs./Quintal
Maharashtra,Cereals,Rice,26-11-2024,254.00,Metric Tonnes,4582.09,Rs./Quintal
Maharashtra,Cereals,Rice,27-11-2024,235.80,Metric Tonnes,4719.17,Rs./Quintal
Maharashtra,Cereals,Rice,28-11-2024,303.60,Metric Tonnes,4660.09,Rs./Quintal
Maharashtra,Cereals,Rice,29-11-2024,2.00,Metric Tonnes,3250.00,Rs./Quintal
Maharashtra,Cereals,Rice,30-11-2024,62.00,Metric Tonnes,5000.00,Rs./Quintal
Maharashtra,Cereals,Rice,01-12-2024,116.80,Metric Tonnes,4475.47,Rs./Quintal
Maharashtra,Cereals,Rice,02-12-2024,283.60,Metric Tonnes,4410.65,Rs./Quintal
Maharashtra,Cereals,Rice,03-12-2024,294.10,Metric Tonnes,4567.75,Rs./Quintal
Maharashtra,Cereals,Rice,04-12-2024,256.30,Metric Tonnes,4666.44,Rs./Quintal
Maharashtra,Cereals,Rice,05-12-2024,265.10,Metric Tonnes,4375.16,Rs./Quintal
Maharashtra,Cereals,Rice,06-12-2024,246.30,Metric Tonnes,4567.51,Rs./Quintal
Maharashtra,Cereals,Rice,07-12-2024,254.90,Metric Tonnes,4888.49,Rs./Quintal
Maharashtra,Cereals,Rice,08-12-2024,73.10,Metric Tonnes,4168.54,Rs./Quintal
Maharashtra,Cereals,Rice,09-12-2024,290.30,Metric Tonnes,4787.40,Rs./Quintal
Maharashtra,Cereals,Rice,10-12-2024,299.70,Metric Tonnes,4860.85,Rs./Quintal
Maharashtra,Cereals,Rice,11-12-2024,219.80,Metric Tonnes,4537.52,Rs./Quintal
Maharashtra,Cereals,Rice,12-12-2024,321.20,Metric Tonnes,4629.73,Rs./Quintal
Maharashtra,Cereals,Rice,13-12-2024,251.00,Metric Tonnes,4641.39,Rs./Quintal
Maharashtra,Cereals,Rice,14-12-2024,174.10,Metric Tonnes,5013.26,Rs./Quintal
Maharashtra,Cereals,Rice,15-12-2024,139.00,Metric Tonnes,4791.19,Rs./Quintal
Maharashtra,Cereals,Rice,16-12-2024,255.40,Metric Tonnes,4451.11,Rs./Quintal
Maharashtra,Cereals,Rice,17-12-2024,263.60,Metric Tonnes,4604.40,Rs./Quintal
Maharashtra,Cereals,Rice,18-12-2024,306.90,Metric Tonnes,4584.28,Rs./Quintal
Maharashtra,Cereals,Rice,19-12-2024,306.70,Metric Tonnes,4756.00,Rs./Quintal
Maharashtra,Cereals,Rice,20-12-2024,225.60,Metric Tonnes,4748.58,Rs./Quintal
Maharashtra,Cereals,Rice,21-12-2024,283.00,Metric Tonnes,4678.73,Rs./Quintal
Maharashtra,Cereals,Rice,22-12-2024,113.00,Metric Tonnes,4632.32,Rs./Quintal
Maharashtra,Cereals,Rice,23-12-2024,218.00,Metric Tonnes,4727.64,Rs./Quintal
Maharashtra,Cereals,Rice,24-12-2024,235.50,Metric Tonnes,4844.89,Rs./Quintal
Maharashtra,Cereals,Rice,25-12-2024,63.10,Metric Tonnes,4183.54,Rs./Quintal
Maharashtra,Cereals,Rice,26-12-2024,271.30,Metric Tonnes,4604.26,Rs./Quintal
Maharashtra,Cereals,Rice,27-12-2024,193.70,Metric Tonnes,4708.28,Rs./Quintal
Maharashtra,Cereals,Rice,28-12-2024,311.20,Metric Tonnes,4630.49,Rs./Quintal
Maharashtra,Cereals,Rice,29-12-2024,88.60,Metric Tonnes,4417.38,Rs./Quintal
Maharashtra,Cereals,Rice,30-12-2024,220.30,Metric Tonnes,4707.42,Rs./Quintal
Maharashtra,Cereals,Rice,31-12-2024,264.80,Metric Tonnes,4681.33,Rs./Quintal
