,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Rice,03-09-2022,245.00,Metric Tonnes,4144.72,Rs./Quintal
Maharashtra,Cereals,Rice,04-09-2022,13.00,Metric Tonnes,2855.77,Rs./Quintal
Maharashtra,Cereals,Rice,05-09-2022,54.00,Metric Tonnes,3869.63,Rs./Quintal
Maharashtra,Cereals,Rice,06-09-2022,44.00,Metric Tonnes,3147.16,Rs./Quintal
Maharashtra,Cereals,Rice,07-09-2022,237.00,Metric Tonnes,3441.43,Rs./Quintal
Maharashtra,Cereals,Rice,08-09-2022,231.00,Metric Tonnes,3646.97,Rs./Quintal
Maharashtra,Cereals,Rice,09-09-2022,54.00,Metric Tonnes,2259.26,Rs./Quintal
Maharashtra,Cereals,Rice,10-09-2022,190.00,Metric Tonnes,3390.68,Rs./Quintal
Maharashtra,Cereals,Rice,11-09-2022,40.00,Metric Tonnes,4045.00,Rs./Quintal
Maharashtra,Cereals,Rice,12-09-2022,106.00,Metric Tonnes,3133.02,Rs./Quintal
Maharashtra,Cereals,Rice,13-09-2022,347.00,Metric Tonnes,3539.35,Rs./Quintal
Maharashtra,Cereals,Rice,14-09-2022,239.00,Metric Tonnes,3183.68,Rs./Quintal
Maharashtra,Cereals,Rice,15-09-2022,418.00,Metric Tonnes,3508.83,Rs./Quintal
Maharashtra,Cereals,Rice,16-09-2022,173.00,Metric Tonnes,3928.90,Rs./Quintal
Maharashtra,Cereals,Rice,17-09-2022,208.00,Metric Tonnes,3783.84,Rs./Quintal
Maharashtra,Cereals,Rice,18-09-2022,9.00,Metric Tonnes,3994.44,Rs./Quintal
Maharashtra,Cereals,Rice,19-09-2022,415.00,Metric Tonnes,2471.81,Rs./Quintal
Maharashtra,Cereals,Rice,20-09-2022,233.00,Metric Tonnes,4114.38,Rs./Quintal
Maharashtra,Cereals,Rice,21-09-2022,171.00,Metric Tonnes,2542.69,Rs./Quintal
Maharashtra,Cereals,Rice,22-09-2022,294.00,Metric Tonnes,3538.42,Rs./Quintal
Maharashtra,Cereals,Rice,23-09-2022,317.00,Metric Tonnes,3658.83,Rs./Quintal
Maharashtra,Cereals,Rice,24-09-2022,281.00,Metric Tonnes,3363.61,Rs./Quintal
Maharashtra,Cereals,Rice,25-09-2022,10.00,Metric Tonnes,4120.00,Rs./Quintal
Maharashtra,Cereals,Rice,26-09-2022,55.00,Metric Tonnes,2816.36,Rs./Quintal
Maharashtra,Cereals,Rice,27-09-2022,116.00,Metric Tonnes,3202.59,Rs./Quintal
Maharashtra,Cereals,Rice,28-09-2022,372.00,Metric Tonnes,3325.15,Rs./Quintal
Maharashtra,Cereals,Rice,29-09-2022,362.00,Metric Tonnes,3466.34,Rs./Quintal
Maharashtra,Cereals,Rice,30-09-2022,314.00,Metric Tonnes,3853.28,Rs./Quintal
Maharashtra,Cereals,Rice,01-10-2022,102.00,Metric Tonnes,3007.87,Rs./Quintal
Maharashtra,Cereals,Rice,02-10-2022,3.00,Metric Tonnes,2133.33,Rs./Quintal
Maharashtra,Cereals,Rice,03-10-2022,211.00,Metric Tonnes,2843.51,Rs./Quintal
Maharashtra,Cereals,Rice,04-10-2022,392.00,Metric Tonnes,3258.73,Rs./Quintal
Maharashtra,Cereals,Rice,05-10-2022,42.00,Metric Tonnes,4498.02,Rs./Quintal
Maharashtra,Cereals,Rice,06-10-2022,2108.00,Metric Tonnes,4637.38,Rs./Quintal
Maharashtra,Cereals,Rice,07-10-2022,370.00,Metric Tonnes,3371.74,Rs./Quintal
Maharashtra,Cereals,Rice,08-10-2022,388.00,Metric Tonnes,3268.96,Rs./Quintal
Maharashtra,Cereals,Rice,09-10-2022,91.00,Metric Tonnes,4176.92,Rs./Quintal
Maharashtra,Cereals,Rice,10-10-2022,349.00,Metric Tonnes,3438.25,Rs./Quintal
Maharashtra,Cereals,Rice,11-10-2022,163.00,Metric Tonnes,3107.98,Rs./Quintal
Maharashtra,Cereals,Rice,12-10-2022,1740.00,Metric Tonnes,4691.26,Rs./Quintal
Maharashtra,Cereals,Rice,13-10-2022,446.00,Metric Tonnes,3224.96,Rs./Quintal
Maharashtra,Cereals,Rice,14-10-2022,535.00,Metric Tonnes,2917.18,Rs./Quintal
Maharashtra,Cereals,Rice,15-10-2022,456.00,Metric Tonnes,3208.94,Rs./Quintal
Maharashtra,Cereals,Rice,16-10-2022,32.00,Metric Tonnes,4798.91,Rs./Quintal
Maharashtra,Cereals,Rice,17-10-2022,529.00,Metric Tonnes,2870.50,Rs./Quintal
Maharashtra,Cereals,Rice,18-10-2022,405.00,Metric Tonnes,3125.35,Rs./Quintal
Maharashtra,Cereals,Rice,19-10-2022,422.00,Metric Tonnes,3595.51,Rs./Quintal
Maharashtra,Cereals,Rice,20-10-2022,461.00,Metric Tonnes,3396.33,Rs./Quintal
Maharashtra,Cereals,Rice,21-10-2022,409.00,Metric Tonnes,3302.00,Rs./Quintal
Maharashtra,Cereals,Rice,22-10-2022,252.00,Metric Tonnes,3859.37,Rs./Quintal
Maharashtra,Cereals,Rice,23-10-2022,17.00,Metric Tonnes,4405.88,Rs./Quintal
Maharashtra,Cereals,Rice,24-10-2022,16.00,Metric Tonnes,3856.25,Rs./Quintal
Maharashtra,Cereals,Rice,25-10-2022,204.00,Metric Tonnes,2866.99,Rs./Quintal
Maharashtra,Cereals,Rice,26-10-2022,78.00,Metric Tonnes,4314.10,Rs./Quintal
Maharashtra,Cereals,Rice,27-10-2022,403.00,Metric Tonnes,3059.54,Rs./Quintal
Maharashtra,Cereals,Rice,28-10-2022,292.00,Metric Tonnes,3393.17,Rs./Quintal
Maharashtra,Cereals,Rice,29-10-2022,372.00,Metric Tonnes,3425.01,Rs./Quintal
Maharashtra,Cereals,Rice,30-10-2022,64.00,Metric Tonnes,3829.69,Rs./Quintal
Maharashtra,Cereals,Rice,31-10-2022,312.00,Metric Tonnes,3810.22,Rs./Quintal
Maharashtra,Cereals,Rice,01-11-2022,358.00,Metric Tonnes,3622.22,Rs./Quintal
Maharashtra,Cereals,Rice,02-11-2022,402.00,Metric Tonnes,3539.63,Rs./Quintal
Maharashtra,Cereals,Rice,03-11-2022,446.00,Metric Tonnes,3384.92,Rs./Quintal
Maharashtra,Cereals,Rice,04-11-2022,359.00,Metric Tonnes,3548.95,Rs./Quintal
Maharashtra,Cereals,Rice,05-11-2022,376.00,Metric Tonnes,3364.66,Rs./Quintal
Maharashtra,Cereals,Rice,06-11-2022,74.00,Metric Tonnes,3840.88,Rs./Quintal
Maharashtra,Cereals,Rice,07-11-2022,342.00,Metric Tonnes,3406.47,Rs./Quintal
Maharashtra,Cereals,Rice,08-11-2022,467.00,Metric Tonnes,3337.85,Rs./Quintal
Maharashtra,Cereals,Rice,09-11-2022,1775.00,Metric Tonnes,4512.03,Rs./Quintal
Maharashtra,Cereals,Rice,10-11-2022,353.00,Metric Tonnes,3660.90,Rs./Quintal
Maharashtra,Cereals,Rice,11-11-2022,313.00,Metric Tonnes,3380.28,Rs./Quintal
Maharashtra,Cereals,Rice,12-11-2022,306.00,Metric Tonnes,3455.78,Rs./Quintal
Maharashtra,Cereals,Rice,13-11-2022,5.00,Metric Tonnes,4800.00,Rs./Quintal
Maharashtra,Cereals,Rice,14-11-2022,328.00,Metric Tonnes,3266.04,Rs./Quintal
Maharashtra,Cereals,Rice,15-11-2022,368.00,Metric Tonnes,4369.84,Rs./Quintal
Maharashtra,Cereals,Rice,16-11-2022,418.00,Metric Tonnes,4013.59,Rs./Quintal
Maharashtra,Cereals,Rice,17-11-2022,508.00,Metric Tonnes,3826.37,Rs./Quintal
Maharashtra,Cereals,Rice,18-11-2022,315.00,Metric Tonnes,3761.56,Rs./Quintal
Maharashtra,Cereals,Rice,19-11-2022,523.00,Metric Tonnes,3535.74,Rs./Quintal
Maharashtra,Cereals,Rice,20-11-2022,62.00,Metric Tonnes,3716.29,Rs./Quintal
Maharashtra,Cereals,Rice,21-11-2022,219.00,Metric Tonnes,3589.23,Rs./Quintal
Maharashtra,Cereals,Rice,22-11-2022,332.00,Metric Tonnes,4044.88,Rs./Quintal
Maharashtra,Cereals,Rice,23-11-2022,215.00,Metric Tonnes,3866.65,Rs./Quintal
Maharashtra,Cereals,Rice,24-11-2022,290.00,Metric Tonnes,3759.66,Rs./Quintal
Maharashtra,Cereals,Rice,25-11-2022,70.00,Metric Tonnes,4667.14,Rs./Quintal
Maharashtra,Cereals,Rice,26-11-2022,336.00,Metric Tonnes,3913.02,Rs./Quintal
Maharashtra,Cereals,Rice,27-11-2022,59.00,Metric Tonnes,3820.34,Rs./Quintal
Maharashtra,Cereals,Rice,28-11-2022,330.00,Metric Tonnes,3827.96,Rs./Quintal
Maharashtra,Cereals,Rice,29-11-2022,125.00,Metric Tonnes,4320.00,Rs./Quintal
Maharashtra,Cereals,Rice,30-11-2022,212.00,Metric Tonnes,3733.02,Rs./Quintal
Maharashtra,Cereals,Rice,01-12-2022,40.00,Metric Tonnes,4084.75,Rs./Quintal
Maharashtra,Cereals,Rice,02-12-2022,324.00,Metric Tonnes,3756.23,Rs./Quintal
Maharashtra,Cereals,Rice,03-12-2022,259.00,Metric Tonnes,3843.14,Rs./Quintal
Maharashtra,Cereals,Rice,04-12-2022,2.00,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Cereals,Rice,05-12-2022,114.00,Metric Tonnes,4250.53,Rs./Quintal
Maharashtra,Cereals,Rice,06-12-2022,168.00,Metric Tonnes,4064.50,Rs./Quintal
Maharashtra,Cereals,Rice,07-12-2022,104.00,Metric Tonnes,4175.09,Rs./Quintal
Maharashtra,Cereals,Rice,08-12-2022,387.00,Metric Tonnes,3837.61,Rs./Quintal
Maharashtra,Cereals,Rice,09-12-2022,286.00,Metric Tonnes,3956.10,Rs./Quintal
Maharashtra,Cereals,Rice,10-12-2022,384.00,Metric Tonnes,4001.27,Rs./Quintal
Maharashtra,Cereals,Rice,11-12-2022,118.00,Metric Tonnes,3921.19,Rs./Quintal
Maharashtra,Cereals,Rice,12-12-2022,391.00,Metric Tonnes,3771.56,Rs./Quintal
Maharashtra,Cereals,Rice,13-12-2022,554.00,Metric Tonnes,3829.27,Rs./Quintal
Maharashtra,Cereals,Rice,14-12-2022,376.00,Metric Tonnes,3707.99,Rs./Quintal
Maharashtra,Cereals,Rice,15-12-2022,767.00,Metric Tonnes,3888.41,Rs./Quintal
Maharashtra,Cereals,Rice,16-12-2022,165.00,Metric Tonnes,3451.93,Rs./Quintal
Maharashtra,Cereals,Rice,17-12-2022,503.00,Metric Tonnes,3675.42,Rs./Quintal
Maharashtra,Cereals,Rice,18-12-2022,82.00,Metric Tonnes,4106.10,Rs./Quintal
Maharashtra,Cereals,Rice,19-12-2022,444.00,Metric Tonnes,3519.05,Rs./Quintal
Maharashtra,Cereals,Rice,20-12-2022,367.00,Metric Tonnes,3696.69,Rs./Quintal
Maharashtra,Cereals,Rice,21-12-2022,347.00,Metric Tonnes,3693.01,Rs./Quintal
Maharashtra,Cereals,Rice,22-12-2022,116.00,Metric Tonnes,3878.24,Rs./Quintal
Maharashtra,Cereals,Rice,23-12-2022,181.00,Metric Tonnes,3728.62,Rs./Quintal
Maharashtra,Cereals,Rice,24-12-2022,399.00,Metric Tonnes,3823.87,Rs./Quintal
Maharashtra,Cereals,Rice,25-12-2022,65.00,Metric Tonnes,3714.02,Rs./Quintal
Maharashtra,Cereals,Rice,26-12-2022,216.00,Metric Tonnes,4508.56,Rs./Quintal
Maharashtra,Cereals,Rice,27-12-2022,108.00,Metric Tonnes,3679.63,Rs./Quintal
Maharashtra,Cereals,Rice,28-12-2022,472.00,Metric Tonnes,4090.22,Rs./Quintal
Maharashtra,Cereals,Rice,29-12-2022,406.00,Metric Tonnes,3696.72,Rs./Quintal
Maharashtra,Cereals,Rice,30-12-2022,382.00,Metric Tonnes,3732.28,Rs./Quintal
Maharashtra,Cereals,Rice,31-12-2022,391.00,Metric Tonnes,3754.64,Rs./Quintal
Maharashtra,Cereals,Rice,01-01-2023,59.00,Metric Tonnes,4194.08,Rs./Quintal
Maharashtra,Cereals,Rice,02-01-2023,235.00,Metric Tonnes,3453.51,Rs./Quintal
Maharashtra,Cereals,Rice,03-01-2023,143.00,Metric Tonnes,3948.46,Rs./Quintal
Maharashtra,Cereals,Rice,04-01-2023,426.00,Metric Tonnes,3911.51,Rs./Quintal
Maharashtra,Cereals,Rice,05-01-2023,27.00,Metric Tonnes,4881.48,Rs./Quintal
Maharashtra,Cereals,Rice,06-01-2023,163.00,Metric Tonnes,4001.47,Rs./Quintal
Maharashtra,Cereals,Rice,07-01-2023,285.00,Metric Tonnes,4105.33,Rs./Quintal
Maharashtra,Cereals,Rice,08-01-2023,2.00,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Cereals,Rice,09-01-2023,63.00,Metric Tonnes,5265.08,Rs./Quintal
Maharashtra,Cereals,Rice,10-01-2023,59.00,Metric Tonnes,5871.19,Rs./Quintal
Maharashtra,Cereals,Rice,11-01-2023,900.00,Metric Tonnes,3961.33,Rs./Quintal
Maharashtra,Cereals,Rice,12-01-2023,343.00,Metric Tonnes,3868.79,Rs./Quintal
Maharashtra,Cereals,Rice,13-01-2023,3.00,Metric Tonnes,2066.67,Rs./Quintal
Maharashtra,Cereals,Rice,14-01-2023,5.00,Metric Tonnes,2897.00,Rs./Quintal
Maharashtra,Cereals,Rice,15-01-2023,2.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Cereals,Rice,16-01-2023,29.00,Metric Tonnes,1910.34,Rs./Quintal
Maharashtra,Cereals,Rice,17-01-2023,287.00,Metric Tonnes,3897.56,Rs./Quintal
Maharashtra,Cereals,Rice,18-01-2023,15.00,Metric Tonnes,3408.13,Rs./Quintal
Maharashtra,Cereals,Rice,19-01-2023,119.00,Metric Tonnes,3595.26,Rs./Quintal
Maharashtra,Cereals,Rice,20-01-2023,59.00,Metric Tonnes,3514.83,Rs./Quintal
Maharashtra,Cereals,Rice,21-01-2023,529.00,Metric Tonnes,3766.81,Rs./Quintal
Maharashtra,Cereals,Rice,22-01-2023,82.00,Metric Tonnes,3896.71,Rs./Quintal
Maharashtra,Cereals,Rice,23-01-2023,452.00,Metric Tonnes,3882.77,Rs./Quintal
Maharashtra,Cereals,Rice,24-01-2023,446.00,Metric Tonnes,4173.61,Rs./Quintal
Maharashtra,Cereals,Rice,25-01-2023,381.00,Metric Tonnes,4156.00,Rs./Quintal
Maharashtra,Cereals,Rice,26-01-2023,64.00,Metric Tonnes,3848.66,Rs./Quintal
Maharashtra,Cereals,Rice,27-01-2023,482.00,Metric Tonnes,4283.37,Rs./Quintal
Maharashtra,Cereals,Rice,28-01-2023,393.00,Metric Tonnes,4073.73,Rs./Quintal
Maharashtra,Cereals,Rice,29-01-2023,56.00,Metric Tonnes,3816.29,Rs./Quintal
Maharashtra,Cereals,Rice,30-01-2023,359.00,Metric Tonnes,3883.63,Rs./Quintal
Maharashtra,Cereals,Rice,31-01-2023,416.00,Metric Tonnes,3973.70,Rs./Quintal
Maharashtra,Cereals,Rice,01-02-2023,395.00,Metric Tonnes,4013.18,Rs./Quintal
Maharashtra,Cereals,Rice,02-02-2023,378.00,Metric Tonnes,4019.42,Rs./Quintal
Maharashtra,Cereals,Rice,03-02-2023,422.00,Metric Tonnes,4286.56,Rs./Quintal
Maharashtra,Cereals,Rice,04-02-2023,457.00,Metric Tonnes,3856.71,Rs./Quintal
Maharashtra,Cereals,Rice,05-02-2023,90.00,Metric Tonnes,3638.39,Rs./Quintal
Maharashtra,Cereals,Rice,06-02-2023,455.00,Metric Tonnes,3911.05,Rs./Quintal
Maharashtra,Cereals,Rice,07-02-2023,434.00,Metric Tonnes,4123.70,Rs./Quintal
Maharashtra,Cereals,Rice,08-02-2023,345.00,Metric Tonnes,3916.42,Rs./Quintal
Maharashtra,Cereals,Rice,09-02-2023,466.00,Metric Tonnes,3849.73,Rs./Quintal
Maharashtra,Cereals,Rice,10-02-2023,1616.00,Metric Tonnes,4939.08,Rs./Quintal
Maharashtra,Cereals,Rice,11-02-2023,445.00,Metric Tonnes,3943.58,Rs./Quintal
Maharashtra,Cereals,Rice,12-02-2023,76.00,Metric Tonnes,3880.26,Rs./Quintal
Maharashtra,Cereals,Rice,13-02-2023,348.00,Metric Tonnes,3953.36,Rs./Quintal
Maharashtra,Cereals,Rice,14-02-2023,361.00,Metric Tonnes,3858.82,Rs./Quintal
Maharashtra,Cereals,Rice,15-02-2023,1639.00,Metric Tonnes,4897.47,Rs./Quintal
Maharashtra,Cereals,Rice,16-02-2023,429.00,Metric Tonnes,3997.07,Rs./Quintal
Maharashtra,Cereals,Rice,17-02-2023,284.00,Metric Tonnes,3904.48,Rs./Quintal
Maharashtra,Cereals,Rice,18-02-2023,85.00,Metric Tonnes,3940.79,Rs./Quintal
Maharashtra,Cereals,Rice,19-02-2023,136.00,Metric Tonnes,3719.30,Rs./Quintal
Maharashtra,Cereals,Rice,20-02-2023,397.00,Metric Tonnes,4071.68,Rs./Quintal
Maharashtra,Cereals,Rice,21-02-2023,358.00,Metric Tonnes,3899.47,Rs./Quintal
Maharashtra,Cereals,Rice,22-02-2023,353.00,Metric Tonnes,4039.84,Rs./Quintal
Maharashtra,Cereals,Rice,23-02-2023,421.00,Metric Tonnes,3951.81,Rs./Quintal
Maharashtra,Cereals,Rice,24-02-2023,354.00,Metric Tonnes,4109.58,Rs./Quintal
Maharashtra,Cereals,Rice,25-02-2023,424.00,Metric Tonnes,3981.77,Rs./Quintal
Maharashtra,Cereals,Rice,26-02-2023,128.00,Metric Tonnes,3962.34,Rs./Quintal
Maharashtra,Cereals,Rice,27-02-2023,310.00,Metric Tonnes,3843.01,Rs./Quintal
Maharashtra,Cereals,Rice,28-02-2023,368.00,Metric Tonnes,4015.95,Rs./Quintal
Maharashtra,Cereals,Rice,01-03-2023,396.00,Metric Tonnes,3848.93,Rs./Quintal
Maharashtra,Cereals,Rice,02-03-2023,499.00,Metric Tonnes,4021.56,Rs./Quintal
Maharashtra,Cereals,Rice,03-03-2023,329.00,Metric Tonnes,4003.54,Rs./Quintal
Maharashtra,Cereals,Rice,04-03-2023,1798.00,Metric Tonnes,4819.93,Rs./Quintal
Maharashtra,Cereals,Rice,05-03-2023,64.00,Metric Tonnes,3400.86,Rs./Quintal
Maharashtra,Cereals,Rice,06-03-2023,352.00,Metric Tonnes,3883.99,Rs./Quintal
Maharashtra,Cereals,Rice,07-03-2023,14.00,Metric Tonnes,3007.14,Rs./Quintal
Maharashtra,Cereals,Rice,08-03-2023,323.00,Metric Tonnes,3713.29,Rs./Quintal
Maharashtra,Cereals,Rice,09-03-2023,384.00,Metric Tonnes,3822.91,Rs./Quintal
Maharashtra,Cereals,Rice,10-03-2023,301.00,Metric Tonnes,3762.83,Rs./Quintal
Maharashtra,Cereals,Rice,11-03-2023,408.00,Metric Tonnes,3875.97,Rs./Quintal
Maharashtra,Cereals,Rice,12-03-2023,123.00,Metric Tonnes,3703.25,Rs./Quintal
Maharashtra,Cereals,Rice,13-03-2023,298.00,Metric Tonnes,3838.08,Rs./Quintal
Maharashtra,Cereals,Rice,14-03-2023,392.00,Metric Tonnes,3915.28,Rs./Quintal
Maharashtra,Cereals,Rice,15-03-2023,283.00,Metric Tonnes,3884.72,Rs./Quintal
Maharashtra,Cereals,Rice,16-03-2023,459.00,Metric Tonnes,4184.38,Rs./Quintal
Maharashtra,Cereals,Rice,17-03-2023,1556.00,Metric Tonnes,4809.22,Rs./Quintal
Maharashtra,Cereals,Rice,18-03-2023,388.00,Metric Tonnes,4097.28,Rs./Quintal
Maharashtra,Cereals,Rice,19-03-2023,147.00,Metric Tonnes,3201.49,Rs./Quintal
Maharashtra,Cereals,Rice,20-03-2023,423.00,Metric Tonnes,3919.59,Rs./Quintal
Maharashtra,Cereals,Rice,21-03-2023,2310.00,Metric Tonnes,4883.04,Rs./Quintal
Maharashtra,Cereals,Rice,22-03-2023,96.00,Metric Tonnes,2989.94,Rs./Quintal
Maharashtra,Cereals,Rice,23-03-2023,599.00,Metric Tonnes,3994.30,Rs./Quintal
Maharashtra,Cereals,Rice,24-03-2023,352.00,Metric Tonnes,3890.11,Rs./Quintal
Maharashtra,Cereals,Rice,25-03-2023,403.00,Metric Tonnes,3718.31,Rs./Quintal
Maharashtra,Cereals,Rice,26-03-2023,67.00,Metric Tonnes,3926.12,Rs./Quintal
Maharashtra,Cereals,Rice,27-03-2023,397.00,Metric Tonnes,3828.54,Rs./Quintal
Maharashtra,Cereals,Rice,28-03-2023,346.00,Metric Tonnes,3715.29,Rs./Quintal
Maharashtra,Cereals,Rice,29-03-2023,431.00,Metric Tonnes,3769.65,Rs./Quintal
Maharashtra,Cereals,Rice,30-03-2023,324.00,Metric Tonnes,3780.77,Rs./Quintal
Maharashtra,Cereals,Rice,31-03-2023,374.00,Metric Tonnes,4210.57,Rs./Quintal
Maharashtra,Cereals,Rice,01-04-2023,523.00,Metric Tonnes,5892.06,Rs./Quintal
Maharashtra,Cereals,Rice,02-04-2023,61.00,Metric Tonnes,3527.38,Rs./Quintal
Maharashtra,Cereals,Rice,03-04-2023,279.00,Metric Tonnes,3881.44,Rs./Quintal
Maharashtra,Cereals,Rice,04-04-2023,159.00,Metric Tonnes,4062.77,Rs./Quintal
Maharashtra,Cereals,Rice,05-04-2023,349.00,Metric Tonnes,3902.13,Rs./Quintal
Maharashtra,Cereals,Rice,06-04-2023,418.00,Metric Tonnes,3748.67,Rs./Quintal
Maharashtra,Cereals,Rice,07-04-2023,294.00,Metric Tonnes,3757.66,Rs./Quintal
Maharashtra,Cereals,Rice,08-04-2023,420.00,Metric Tonnes,3736.94,Rs./Quintal
Maharashtra,Cereals,Rice,09-04-2023,85.00,Metric Tonnes,4034.41,Rs./Quintal
Maharashtra,Cereals,Rice,10-04-2023,427.00,Metric Tonnes,4022.20,Rs./Quintal
Maharashtra,Cereals,Rice,11-04-2023,358.00,Metric Tonnes,3700.24,Rs./Quintal
Maharashtra,Cereals,Rice,12-04-2023,4623.00,Metric Tonnes,5066.61,Rs./Quintal
Maharashtra,Cereals,Rice,13-04-2023,462.00,Metric Tonnes,4108.80,Rs./Quintal
Maharashtra,Cereals,Rice,14-04-2023,280.00,Metric Tonnes,8135.32,Rs./Quintal
Maharashtra,Cereals,Rice,15-04-2023,328.00,Metric Tonnes,4045.20,Rs./Quintal
Maharashtra,Cereals,Rice,16-04-2023,15.00,Metric Tonnes,3324.00,Rs./Quintal
Maharashtra,Cereals,Rice,17-04-2023,330.00,Metric Tonnes,4136.12,Rs./Quintal
Maharashtra,Cereals,Rice,18-04-2023,443.00,Metric Tonnes,4275.97,Rs./Quintal
Maharashtra,Cereals,Rice,19-04-2023,400.00,Metric Tonnes,4011.90,Rs./Quintal
Maharashtra,Cereals,Rice,20-04-2023,426.00,Metric Tonnes,4073.99,Rs./Quintal
Maharashtra,Cereals,Rice,21-04-2023,376.00,Metric Tonnes,3925.57,Rs./Quintal
Maharashtra,Cereals,Rice,22-04-2023,155.00,Metric Tonnes,3874.71,Rs./Quintal
Maharashtra,Cereals,Rice,23-04-2023,85.00,Metric Tonnes,4050.72,Rs./Quintal
Maharashtra,Cereals,Rice,24-04-2023,361.00,Metric Tonnes,4190.46,Rs./Quintal
Maharashtra,Cereals,Rice,25-04-2023,287.00,Metric Tonnes,3921.78,Rs./Quintal
Maharashtra,Cereals,Rice,26-04-2023,296.00,Metric Tonnes,3884.51,Rs./Quintal
Maharashtra,Cereals,Rice,27-04-2023,323.00,Metric Tonnes,3686.18,Rs./Quintal
Maharashtra,Cereals,Rice,28-04-2023,424.00,Metric Tonnes,3950.02,Rs./Quintal
Maharashtra,Cereals,Rice,29-04-2023,369.00,Metric Tonnes,4042.66,Rs./Quintal
Maharashtra,Cereals,Rice,30-04-2023,64.00,Metric Tonnes,3879.69,Rs./Quintal
Maharashtra,Cereals,Rice,01-05-2023,35.00,Metric Tonnes,3532.26,Rs./Quintal
Maharashtra,Cereals,Rice,02-05-2023,379.00,Metric Tonnes,3886.82,Rs./Quintal
Maharashtra,Cereals,Rice,03-05-2023,315.00,Metric Tonnes,3872.54,Rs./Quintal
Maharashtra,Cereals,Rice,04-05-2023,159.00,Metric Tonnes,3889.78,Rs./Quintal
Maharashtra,Cereals,Rice,05-05-2023,146.00,Metric Tonnes,3196.92,Rs./Quintal
Maharashtra,Cereals,Rice,06-05-2023,428.00,Metric Tonnes,3913.55,Rs./Quintal
Maharashtra,Cereals,Rice,07-05-2023,70.00,Metric Tonnes,3878.57,Rs./Quintal
Maharashtra,Cereals,Rice,08-05-2023,385.00,Metric Tonnes,3804.14,Rs./Quintal
Maharashtra,Cereals,Rice,09-05-2023,405.00,Metric Tonnes,3804.78,Rs./Quintal
Maharashtra,Cereals,Rice,10-05-2023,416.00,Metric Tonnes,3822.27,Rs./Quintal
Maharashtra,Cereals,Rice,11-05-2023,543.00,Metric Tonnes,3640.24,Rs./Quintal
Maharashtra,Cereals,Rice,12-05-2023,432.00,Metric Tonnes,3778.84,Rs./Quintal
Maharashtra,Cereals,Rice,13-05-2023,322.00,Metric Tonnes,3887.86,Rs./Quintal
Maharashtra,Cereals,Rice,14-05-2023,69.00,Metric Tonnes,4134.07,Rs./Quintal
Maharashtra,Cereals,Rice,15-05-2023,494.00,Metric Tonnes,3670.45,Rs./Quintal
Maharashtra,Cereals,Rice,16-05-2023,478.00,Metric Tonnes,3768.78,Rs./Quintal
Maharashtra,Cereals,Rice,17-05-2023,341.00,Metric Tonnes,3778.90,Rs./Quintal
Maharashtra,Cereals,Rice,18-05-2023,410.00,Metric Tonnes,3769.29,Rs./Quintal
Maharashtra,Cereals,Rice,19-05-2023,358.00,Metric Tonnes,3989.13,Rs./Quintal
Maharashtra,Cereals,Rice,20-05-2023,1811.00,Metric Tonnes,4914.96,Rs./Quintal
Maharashtra,Cereals,Rice,21-05-2023,133.00,Metric Tonnes,4017.67,Rs./Quintal
Maharashtra,Cereals,Rice,22-05-2023,427.00,Metric Tonnes,3950.95,Rs./Quintal
Maharashtra,Cereals,Rice,23-05-2023,420.00,Metric Tonnes,3772.23,Rs./Quintal
Maharashtra,Cereals,Rice,24-05-2023,404.00,Metric Tonnes,3967.93,Rs./Quintal
Maharashtra,Cereals,Rice,25-05-2023,414.00,Metric Tonnes,3899.72,Rs./Quintal
Maharashtra,Cereals,Rice,26-05-2023,341.00,Metric Tonnes,3758.33,Rs./Quintal
Maharashtra,Cereals,Rice,27-05-2023,1910.00,Metric Tonnes,4877.47,Rs./Quintal
Maharashtra,Cereals,Rice,28-05-2023,80.00,Metric Tonnes,4040.14,Rs./Quintal
Maharashtra,Cereals,Rice,29-05-2023,448.00,Metric Tonnes,3860.05,Rs./Quintal
Maharashtra,Cereals,Rice,30-05-2023,421.00,Metric Tonnes,4132.74,Rs./Quintal
Maharashtra,Cereals,Rice,31-05-2023,351.00,Metric Tonnes,3898.22,Rs./Quintal
Maharashtra,Cereals,Rice,01-06-2023,329.00,Metric Tonnes,3863.13,Rs./Quintal
Maharashtra,Cereals,Rice,02-06-2023,283.00,Metric Tonnes,3668.57,Rs./Quintal
Maharashtra,Cereals,Rice,03-06-2023,338.00,Metric Tonnes,3739.78,Rs./Quintal
Maharashtra,Cereals,Rice,04-06-2023,81.00,Metric Tonnes,3834.73,Rs./Quintal
Maharashtra,Cereals,Rice,05-06-2023,399.00,Metric Tonnes,3863.87,Rs./Quintal
Maharashtra,Cereals,Rice,06-06-2023,428.00,Metric Tonnes,4176.58,Rs./Quintal
Maharashtra,Cereals,Rice,07-06-2023,469.00,Metric Tonnes,4072.28,Rs./Quintal
